gender,age,no_of_people_contribute_income,relationship_status,children_status,financially_independent,occupation,housing situation,have_roomates,country,living environment,commute,highest level of education attained?,gross_annual_wage,total_portfolio,amount_for_fi,amount_for_re,curr_percentage_of_fi,frequency_of_checking_balance,do_you_move_when_fi,how_financially_stable_childhood_home,parent/guardian_financial_status,did_parent/guardian_teach_about_money,age_when_financially_literate,age_when_learnt_about_fi,education,job,housing_situation,location,spending_habits,frugality,logical_thinking,creativity,drive_for_self_improvement,importance_of_relationship,internet_consumption,introversion,religiousness_level,response_release_consent
Male,29,1,"Single, never married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Urban,<10 minutes,"College graduate, Bachelor's Degree",99000,136617,1000000,1500000,25,Weekly,"Yes, nearby",Somewhat Unstable,Upper-Middle Class,"Yes, only basic savings and budgeting",21,27,No,No,No,No,Yes,4,5,2,4,3,4,5,4,Yes
Male,23,1,"In a relationship, but not married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",50000,53000,360000,420000,15,Monthly,"Yes, within my country",Mostly Unstable,Lower-Middle Class,"No, they were not financially savvy",16,20,No,Yes,Yes,No,Yes,5,5,3,4,4,4,4,1,Yes
Male,29,1,"Single, never married",Do not plan to have children,No,Architecture and Engineering Occupations,Rent,Yes,United States of America,Suburban,10-30 minutes,Some graduate school,95000,165000,300000,1000000,55,Monthly,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",22,25,No,No,Yes,No,Yes,4,5,4,3,2,4,4,1,Yes
Male,38,2,Married,Do not plan to have children,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",145000,210000,800000,1200000,25,Daily,No,Mostly Unstable,Lower-Middle Class,"No, we did not talk about it",27,36,No,No,Yes,No,Yes,3,5,2,3,4,4,4,1,Yes
Male,35,2,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Urban,<10 minutes,Graduate degree,210000,600000,1500000,5000000,50,Monthly,"Yes, within my country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",25,35,No,Yes,Yes,Yes,Yes,2,4,2,3,3,5,4,3,Yes
Male,34,1,"In a relationship, but not married",Do not plan to have children,No,Management Occupations,Rent,No,Singapore,Urban,10-30 minutes,Graduate degree,104000,98000,900000,1000000,11,Multiple times a day,"Yes, to another country",Somewhat Stable,Upper-Middle Class,"No, we did not talk about it",28,30,No,No,Yes,No,Yes,3,4,4,4,4,4,2,1,Yes
Male,34,1,Widowed,Have Children,Yes,Business and Financial Operations Occupations,Own,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",84000,1680000,1500000,2000000,100,Weekly,"Yes, nearby",Mostly Stable,Upper-Middle Class,"No, we did not talk about it",33,33,No,Yes,Yes,Yes,Yes,3,4,2,1,2,5,4,1,Yes
Male,34,1,"In a relationship, but not married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,<10 minutes,Associate's Degree or Trade School,150000,150000,1000000,2000000,15,Multiple times per week,"Yes, to another country",Mostly Unstable,Middle Class,"No, they were not financially savvy",21,30,No,Yes,Yes,No,Yes,4,5,3,3,4,4,4,1,Yes
Male,23,1,"Single, never married",Do not plan to have children,No,Business and Financial Operations Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",12000,64049,1000000,2500000,6.4,Multiple times per week,No,Somewhat Unstable,Upper-Middle Class,"Yes, only basic savings and budgeting",21,21,No,Yes,Yes,No,Yes,4,3,3,4,1,3,2,1,Yes
Male,24,1,"In a relationship, but not married",Plan Children,No,"Education, Training, and Library Occupations",Rent,No,China,Urban,10-30 minutes,"College graduate, Bachelor's Degree",85000,15000,700000,1500000,2,Multiple times per week,Unsure,Extremely Unstable,Poor,"No, they were not financially savvy",19,23,No,Yes,Yes,Yes,Yes,3,5,4,5,5,4,3,1,Yes
Male,38,2,Married,Have Children,No,Office and Administrative Support Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",125000,175000,1000000,1200000,35,Multiple times per week,"Yes, nearby",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",22,38,No,No,No,No,Yes,4,5,5,4,5,4,2,1,Yes
Female,23,1,"Single, never married",Undecided,No,"Life, Physical, and Social Science Occupations",Rent,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",30000,18000,600000,600000,4,Multiple times per month,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",18,22,Yes,Yes,Yes,Yes,Yes,5,5,5,5,5,5,5,1,Yes
Male,39,2,Married,Do not plan to have children,No,Business and Financial Operations Occupations,Rent,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",150000,650000,850000,850000,76,Semi-Annually,"Yes, to another country",Extremely Stable,Middle Class,"Yes, only basic savings and budgeting",22,35,No,Yes,Yes,Yes,Yes,5,5,1,2,2,5,4,1,Yes
Female,30,1,Divorced,Do not plan to have children,No,Office and Administrative Support Occupations,Rent,No,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",70000,183598,750000,1000000,18,Daily,Unsure,Somewhat Stable,Middle Class,"Yes, only basic savings and budgeting",12,30,No,No,No,No,Yes,5,5,3,3,3,4,4,1,Yes
Male,43,2,Married,Have Children,No,"Licensed Professional (Attorney, Accountant, Engineer)",Own,No,United States of America,Suburban,10-30 minutes,Multiple graduate degrees,180000,635000,2400000,2400000,26,Multiple times per week,Unsure,Extremely Unstable,Poor,"No, they were not financially savvy",35,41,No,No,No,No,Yes,3,4,3,3,5,5,4,1,Yes
Male,31,1,"Single, never married",Undecided,No,Production and Manufacturing Occupations,Rent,No,United States of America,Suburban,10-30 minutes,High School diploma / GED,75000,95000,750000,1000000,10,Daily,"Yes, within my country",Mostly Unstable,Middle Class,"No, we did not talk about it",18,30,No,Yes,Yes,Yes,Yes,4,5,4,5,2,4,5,1,Yes
Female,28,2,"In a relationship, but not married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",200000,244000,1500000,1500000,14,Daily,No,Mostly Stable,Upper-Middle Class,"No, they were not financially savvy",23,26,No,Yes,Yes,Yes,Yes,3,4,3,3,5,4,5,1,Yes
Male,33,1,Married,Have Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Urban,<10 minutes,Some graduate school,90000,180000,650000,1000000,27,Multiple times per week,"Yes, to another country",Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",25,30,Yes,Yes,Yes,Yes,Yes,4,5,4,5,4,4,2,1,Yes
Male,26,1,"In a relationship, but not married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",70000,36000,625000,1500000,6,Multiple times a day,"Yes, to another country",Somewhat Stable,Middle Class,"No, they were not financially savvy",21,25,Yes,Yes,Yes,Yes,Yes,4,4,2,4,3,5,4,1,Yes
Male,52,2,Married,Have Children,No,"Licensed Professional (Attorney, Accountant, Engineer)",Own,No,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",162000,476000,1500000,1500000,67,Multiple times per week,No,Mostly Unstable,Middle Class,"Yes, only basic savings and budgeting",35,45,No,Yes,Yes,Yes,Yes,3,5,4,4,5,4,2,1,Yes
Male,25,1,"Single, never married",Plan Children,No,Business and Financial Operations Occupations,Rent,No,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",83500,215000,625000,1250000,35,Daily,"Yes, within my country",Extremely Stable,Wealthy,"Yes, including investing and retirement planning",12,16,Yes,Yes,Yes,Yes,Yes,4,4,3,3,3,4,4,2,Yes
Male,28,2,Married,Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Urban,<10 minutes,Associate's Degree or Trade School,159000,45308,1500000,1800000,0,Multiple times per week,Unsure,Mostly Unstable,Middle Class,"No, they were not financially savvy",27,27,No,No,No,No,Yes,3,5,5,4,3,4,4,1,Yes
Female,31,2,Married,Have Children,No,Other (please specify),Own,No,United States of America,Suburban,10-30 minutes,Associate's Degree or Trade School,160000,65000,800000,1400000,10,Multiple times per month,"Yes, within my country",Mostly Stable,Middle Class,"No, we did not talk about it",26,28,No,Yes,Yes,Yes,Yes,2,5,2,3,4,4,4,1,Yes
Male,37,2,Married,Plan Children,No,Legal Occupations,Rent,No,United States of America,Urban,10-30 minutes,Graduate degree,220000,250000,1500000,1500000,15,Multiple times a day,"Yes, nearby",Mostly Unstable,Lower-Middle Class,"No, they were not financially savvy",17,34,No,Yes,No,No,Yes,2,5,1,3,3,5,2,3,Yes
Male,25,2,Married,Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Own,Yes,United States of America,Suburban,10-30 minutes,"Some college, no degree",105000,31000,500000,1000000,17,Multiple times per week,"Yes, to another country",Extremely Unstable,Middle Class,"No, they were not financially savvy",20,22,Yes,Yes,Yes,Yes,Yes,4,3,2,4,4,4,3,1,Yes
Male,23,1,"In a relationship, but not married",Plan Children,No,Architecture and Engineering Occupations,Own,No,United States of America,Suburban,10-30 minutes,Graduate degree,108000,115958,2750000,99999999,6,Multiple times per week,"Yes, within my country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",10,18,Yes,Yes,Yes,No,Yes,4,5,2,3,2,4,5,1,Yes
Female,27,2,Married,Do not plan to have children,No,Architecture and Engineering Occupations,Own,No,Canada,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",150000,120000,1200000,1200000,10,Weekly,"Yes, within my country",Extremely Stable,Middle Class,"Yes, including investing and retirement planning",23,25,Yes,Yes,Yes,No,Yes,4,5,2,3,4,5,4,1,Yes
Male,35,1,Married,Have Children,Yes,Business and Financial Operations Occupations,Rent,No,United Arab Emirates,Urban,10-30 minutes,Graduate degree,600000,4000000,4000000,10000000,100,Multiple times per week,"Yes, to another country",Mostly Stable,Middle Class,"No, we did not talk about it",18,32,No,No,No,No,No,2,4,4,4,5,4,2,1,Yes
Male,35,2,Married,Have Children,No,Healthcare Practitioners and Technical Occupations,Own,No,United States of America,Suburban,10-30 minutes,Graduate degree,290000,700000,2000000,4000000,40,Multiple times per week,No,Extremely Stable,Middle Class,"Yes, including investing and retirement planning",23,32,No,No,Yes,No,Yes,4,4,4,3,3,5,3,1,Yes
Male,27,2,Married,Plan Children,No,Business and Financial Operations Occupations,Own,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",124000,62000,750000,1000000,8,Daily,Unsure,Mostly Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",20,26,No,Yes,No,Yes,Yes,4,5,2,2,2,3,4,1,Yes
Male,24,1,"Single, never married",Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Rent,Yes,United States of America,Urban,30-60 minutes,"College graduate, Bachelor's Degree",90000,70000,1000000,2000000,10,Multiple times per week,"Yes, within my country",Mostly Stable,Upper-Middle Class,"Yes, including investing and retirement planning",22,22,No,Yes,Yes,Yes,Yes,4,5,3,3,4,5,4,2,Yes
Male,27,1,"In a relationship, but not married",Plan Children,No,Management Occupations,Rent,Yes,United States of America,Urban,10-30 minutes,"College graduate, Bachelor's Degree",132000,350000,2000000,6000000,17,Daily,Unsure,Mostly Stable,Upper-Middle Class,"Yes, including investing and retirement planning",17,22,Yes,Yes,Yes,Yes,Yes,4,5,3,4,5,4,3,4,Yes
Male,30,2,"In a relationship, but not married",Plan Children,No,Architecture and Engineering Occupations,Rent,Yes,Canada,Urban,10-30 minutes,"College graduate, Bachelor's Degree",70000,0,1000000,1000000,0,Weekly,Unsure,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",27,28,No,No,Yes,Yes,Yes,2,5,4,4,3,5,4,1,Yes
Male,26,1,"Single, never married",Plan Children,No,Business and Financial Operations Occupations,Live with family,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",100000,100000,1500000,1500000,6.5,Multiple times per month,"Yes, within my country",Somewhat Stable,Lower-Middle Class,"Yes, only basic savings and budgeting",18,22,No,No,Yes,No,Yes,4,5,2,5,5,5,3,1,Yes
Male,29,1,Married,Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Other (please specify),No,United States of America,Suburban,30-60 minutes,Graduate degree,230000,700000,1200000,1200000,67,Multiple times per month,"Yes, to another country",Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",21,25,No,No,Yes,No,Yes,5,5,4,5,3,4,4,1,Yes
Male,23,1,"Single, never married",Do not plan to have children,No,Other (please specify),Live with family,Yes,United States of America,Urban,10-30 minutes,Associate's Degree or Trade School,38000,35000,400000,600000,10,Multiple times per week,Unsure,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",21,22,No,Yes,Yes,Yes,Yes,5,4,3,5,5,5,3,1,Yes
Male,25,1,"Single, never married",Do not plan to have children,No,"Computer and Mathematical Occupations - Software, Programming",Live with family,No,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",80000,15000,2000000,2000000,1,Multiple times per week,Unsure,Somewhat Stable,Lower-Middle Class,"No, they were not financially savvy",22,24,No,Yes,Yes,No,Yes,4,4,4,5,2,5,5,1,Yes
Male,25,1,"Single, never married",Undecided,No,Business and Financial Operations Occupations,Live with family,No,United States of America,Urban,60-90 minutes,"College graduate, Bachelor's Degree",72500,68000,1250000,2000000,8,Daily,"Yes, within my country",Extremely Stable,Upper-Middle Class,"No, they were not financially savvy",22,22,No,Yes,Yes,No,Yes,4,5,3,4,4,5,4,1,Yes
Female,25,1,"Single, never married",Undecided,No,"Computer and Mathematical Occupations - Software, Programming",Rent,No,United States of America,Suburban,<10 minutes,"College graduate, Bachelor's Degree",75000,80000,400000,578000,19,Multiple times per week,Unsure,Mostly Unstable,Middle Class,"Yes, including investing and retirement planning",12,21,No,Yes,Yes,Yes,Yes,3,3,5,4,5,5,2,1,Yes
Male,26,2,Married,Plan Children,No,"Life, Physical, and Social Science Occupations",Own,No,United States of America,Urban,10-30 minutes,Graduate degree,160000,406000,1500000,3000000,27,Multiple times a day,Unsure,Extremely Stable,Wealthy,"Yes, only basic savings and budgeting",17,20,Yes,Yes,Yes,No,Yes,4,4,3,4,4,4,3,1,Yes
Female,23,2,Married,Plan Children,No,Other (please specify),Rent,No,United States of America,Rural,<10 minutes,Associate's Degree or Trade School,95000,74000,1000000,1500000,1,Weekly,Unsure,Somewhat Unstable,Lower-Middle Class,"Yes, only basic savings and budgeting",16,16,No,Yes,Yes,No,Yes,4,5,2,5,5,2,2,1,Yes
Male,26,2,Married,Plan Children,No,Management Occupations,Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",100000,70000,1500000,1800000,10,Monthly,Unsure,Mostly Stable,Middle Class,"Yes, only basic savings and budgeting",16,25,No,No,Yes,No,Yes,5,5,1,3,4,4,1,4,Yes
Male,29,1,"Single, never married",Undecided,No,"Licensed Professional (Attorney, Accountant, Engineer)",Own,No,United States of America,Suburban,10-30 minutes,"College graduate, Bachelor's Degree",84000,3800,45,48,10,Weekly,No,Mostly Unstable,Poor,"Yes, only basic savings and budgeting",14,29,Yes,Yes,Yes,Yes,Yes,2,4,3,5,4,4,4,1,Yes
Male,30,2,Married,Have Children,No,Business and Financial Operations Occupations,Own,No,United States of America,Rural,10-30 minutes,"College graduate, Bachelor's Degree",68000,110000,1000000,1000000,30,Multiple times per week,No,Extremely Stable,Upper-Middle Class,"Yes, only basic savings and budgeting",16,26,No,No,Yes,Yes,Yes,4,5,2,3,2,4,3,5,Yes
Female,26,1,"Single, never married",Do not plan to have children,No,"Life, Physical, and Social Science Occupations",Rent,No,United States of America,Urban,10-30 minutes,Some graduate school,86000,119000,1000000,1500000,12,Multiple times per week,"Yes, within my country",Somewhat Unstable,Lower-Middle Class,"No, we did not talk about it",23,23,Yes,Yes,Yes,Yes,Yes,4,4,3,4,4,3,4,1,Yes
Male,32,2,Married,Plan Children,No,"Computer and Mathematical Occupations - Software, Programming",Own,No,United States of America,Suburban,30-60 minutes,Graduate degree,100000,15000,1000000,1250000,2,Daily,No,Somewhat Unstable,Lower-Middle Class,"No, they were not financially savvy",30,30,Yes,Yes,No,No,Yes,4,5,5,4,4,5,5,1,Yes
Male,26,1,"In a relationship, but not married",Do not plan to have children,No,Healthcare Support Occupations,Live with family,No,United States of America,Suburban,30-60 minutes,"College graduate, Bachelor's Degree",40560,60367,650000,800000,7.5,Daily,"Yes, within my country",Extremely Stable,Middle Class,"Yes, only basic savings and budgeting",21,25,No,Yes,Yes,Yes,Yes,3,4,4,4,5,5,2,1,Yes
